"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Überalterungsquotient","Deutsche","2008","06 Sendling","133","4576","3440","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","07 Sendling - Westpark","195.2","9053","4637","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","08 Schwanthalerhöhe","92.2","2353","2553","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","09 Neuhausen - Nymphenburg","169","13240","7833","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","10 Moosach","160.4","7815","4872","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","11 Milbertshofen - Am Hart","140.7","8977","6380","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","12 Schwabing - Freimann","155.6","8951","5754","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","13 Bogenhausen","172.2","14057","8163","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","14 Berg am Laim","174.7","6450","3691","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","15 Trudering - Riem","91.5","8503","9295","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","16 Ramersdorf - Perlach","157.5","17305","10985","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","17 Obergiesing - Fasangarten","169.3","6927","4092","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","18 Untergiesing - Harlaching","196.8","9106","4626","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","218.1","17428","7991","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","20 Hadern","188.6","9300","4932","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","21 Pasing - Obermenzing","148","11764","7951","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","22 Aubing - Lochhausen - Langwied","177.8","7917","4453","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","23 Allach - Untermenzing","144.3","5367","3719","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","24 Feldmoching - Hasenbergl","155.4","10037","6460","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2008","25 Laim","221.9","9371","4224","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","Stadt München","162.9","213394","130990","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","01 Altstadt - Lehel","194.5","2787","1433","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","02 Ludwigsvorstadt - Isarvorstadt","124.6","4201","3371","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","03 Maxvorstadt","168.1","4988","2967","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","04 Schwabing - West","187.1","9243","4939","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","05 Au - Haidhausen","139","6715","4830","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","06 Sendling","134.9","4534","3361","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","07 Sendling - Westpark","193.7","8900","4595","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","08 Schwanthalerhöhe","98.4","2347","2385","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","09 Neuhausen - Nymphenburg","172.4","13149","7629","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","10 Moosach","158.8","7709","4855","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","11 Milbertshofen - Am Hart","143","8910","6229","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","12 Schwabing - Freimann","153.5","8748","5699","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","13 Bogenhausen","170.4","13573","7966","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","14 Berg am Laim","175.4","6389","3643","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","15 Trudering - Riem","94.7","8202","8659","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","16 Ramersdorf - Perlach","158.5","17043","10753","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","17 Obergiesing - Fasangarten","169.9","6884","4052","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","18 Untergiesing - Harlaching","198.6","9062","4562","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","217.2","17045","7849","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","20 Hadern","184.2","9113","4948","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","21 Pasing - Obermenzing","146.6","11393","7771","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","22 Aubing - Lochhausen - Langwied","177.5","7791","4389","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","23 Allach - Untermenzing","145.4","5283","3634","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","24 Feldmoching - Hasenbergl","158.6","10030","6325","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2007","25 Laim","225.6","9355","4146","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","Stadt München","165.6","210001","126821","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","01 Altstadt - Lehel","199.6","2740","1373","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","02 Ludwigsvorstadt - Isarvorstadt","132.3","4242","3207","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","03 Maxvorstadt","175.8","4959","2821","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","04 Schwabing - West","190.8","9010","4721","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","05 Au - Haidhausen","143.9","6702","4656","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","06 Sendling","137.7","4514","3277","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","07 Sendling - Westpark","196.5","8754","4454","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","08 Schwanthalerhöhe","103.4","2311","2236","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","09 Neuhausen - Nymphenburg","179.5","13160","7331","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","10 Moosach","157.7","7617","4831","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","11 Milbertshofen - Am Hart","145.6","8883","6099","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","12 Schwabing - Freimann","152.9","8525","5574","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","13 Bogenhausen","169.7","13126","7736","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","14 Berg am Laim","179.8","6306","3507","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","15 Trudering - Riem","98.9","7900","7984","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","16 Ramersdorf - Perlach","155.3","16575","10671","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","17 Obergiesing - Fasangarten","174","6921","3977","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","18 Untergiesing - Harlaching","204","8984","4404","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","218.8","16690","7627","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","20 Hadern","183.2","8885","4850","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","21 Pasing - Obermenzing","149.3","11149","7469","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","22 Aubing - Lochhausen - Langwied","176","7599","4317","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","23 Allach - Untermenzing","147.8","5192","3513","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","24 Feldmoching - Hasenbergl","161.8","9912","6127","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2006","25 Laim","230.2","9344","4059","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","Stadt München","164.1","203945","124292","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","01 Altstadt - Lehel","192.1","2653","1381","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","02 Ludwigsvorstadt - Isarvorstadt","132.6","4165","3142","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","03 Maxvorstadt","183.9","4893","2660","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","04 Schwabing - West","196.7","8687","4417","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","05 Au - Haidhausen","146.7","6654","4537","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","06 Sendling","135.3","4406","3257","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","07 Sendling - Westpark","195.3","8565","4385","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","08 Schwanthalerhöhe","106.9","2309","2160","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","09 Neuhausen - Nymphenburg","180.8","13090","7240","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","10 Moosach","153.8","7439","4837","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","11 Milbertshofen - Am Hart","146.6","8675","5918","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","12 Schwabing - Freimann","147.3","8223","5581","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","13 Bogenhausen","163.2","12419","7612","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","14 Berg am Laim","175.9","6219","3536","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","15 Trudering - Riem","99.1","7398","7462","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","16 Ramersdorf - Perlach","149.9","15884","10598","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","17 Obergiesing - Fasangarten","176.1","6817","3871","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","18 Untergiesing - Harlaching","202.9","8799","4337","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","211.5","16061","7593","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","20 Hadern","179.7","8568","4768","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","21 Pasing - Obermenzing","147.3","10779","7318","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","22 Aubing - Lochhausen - Langwied","170.6","7302","4281","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","23 Allach - Untermenzing","144.2","5031","3488","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","24 Feldmoching - Hasenbergl","163.1","9707","5950","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2005","25 Laim","232.1","9197","3963","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","Stadt München","162.9","198565","121871","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","01 Altstadt - Lehel","195.5","2624","1342","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","02 Ludwigsvorstadt - Isarvorstadt","134.8","4150","3078","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","03 Maxvorstadt","180.1","4815","2674","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","04 Schwabing - West","198.6","8479","4269","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","05 Au - Haidhausen","152.1","6657","4376","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","06 Sendling","134.7","4342","3224","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","07 Sendling - Westpark","194.7","8346","4286","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","08 Schwanthalerhöhe","110.9","2294","2068","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","09 Neuhausen - Nymphenburg","181.1","12929","7138","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","10 Moosach","152.4","7238","4748","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","11 Milbertshofen - Am Hart","148.6","8454","5689","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","12 Schwabing - Freimann","142.2","7973","5605","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","13 Bogenhausen","161.1","11941","7414","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","14 Berg am Laim","172.6","6079","3521","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","15 Trudering - Riem","101.8","7046","6922","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","16 Ramersdorf - Perlach","144.8","15298","10564","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","17 Obergiesing - Fasangarten","183.5","6784","3697","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","18 Untergiesing - Harlaching","205.7","8683","4221","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","208.5","15433","7401","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","20 Hadern","176.2","8246","4681","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","21 Pasing - Obermenzing","144.4","10400","7200","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","22 Aubing - Lochhausen - Langwied","161","6974","4332","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","23 Allach - Untermenzing","141.8","4906","3460","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","24 Feldmoching - Hasenbergl","157.2","9391","5974","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2004","25 Laim","227.8","9079","3985","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","Stadt München","160.3","193185","120530","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","01 Altstadt - Lehel","187.8","2513","1338","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","02 Ludwigsvorstadt - Isarvorstadt","137.1","4106","2994","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","03 Maxvorstadt","180.2","4777","2651","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","04 Schwabing - West","205","8205","4002","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","05 Au - Haidhausen","152.4","6602","4333","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","06 Sendling","137.4","4300","3130","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","07 Sendling - Westpark","192","8169","4254","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","08 Schwanthalerhöhe","115.2","2264","1966","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","09 Neuhausen - Nymphenburg","177.4","12713","7165","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","10 Moosach","146","7004","4797","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","11 Milbertshofen - Am Hart","151.4","8242","5444","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","12 Schwabing - Freimann","135.5","7798","5753","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","13 Bogenhausen","156.5","11536","7369","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","14 Berg am Laim","172.7","5936","3438","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","15 Trudering - Riem","101.4","6687","6593","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","16 Ramersdorf - Perlach","139.6","14730","10550","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","17 Obergiesing - Fasangarten","179.8","6704","3728","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","18 Untergiesing - Harlaching","204.8","8539","4169","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","202","14895","7375","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
"Überalterungsquotient","Deutsche","2003","20 Hadern","173.1","7875","4550","","","","Anzahl Einwohner ab 65 (deutsch)","Anzahl Einwohner jünger 15 (deutsch)","","",""
