"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Überalterungsquotient","Ausländer_innen","2008","22 Aubing - Lochhausen - Langwied","53.1","547","1031","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2008","23 Allach - Untermenzing","99.3","447","450","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2008","24 Feldmoching - Hasenbergl","57.4","1092","1901","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2008","25 Laim","95.8","978","1021","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","Stadt München","79.8","24647","30901","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","01 Altstadt - Lehel","209.8","449","214","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","02 Ludwigsvorstadt - Isarvorstadt","149.3","1147","768","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","03 Maxvorstadt","134.4","785","584","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","04 Schwabing - West","132.2","1038","785","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","05 Au - Haidhausen","128.4","1152","897","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","06 Sendling","95","897","944","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","07 Sendling - Westpark","76.5","967","1264","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","08 Schwanthalerhöhe","122.5","986","805","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","09 Neuhausen - Nymphenburg","100","1440","1440","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","10 Moosach","68.7","951","1384","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","11 Milbertshofen - Am Hart","60.2","1592","2646","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","12 Schwabing - Freimann","74.1","851","1148","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","13 Bogenhausen","84.9","1241","1462","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","14 Berg am Laim","60.9","711","1168","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","15 Trudering - Riem","40.2","469","1166","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","16 Ramersdorf - Perlach","64.3","2303","3579","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","17 Obergiesing - Fasangarten","78","950","1218","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","18 Untergiesing - Harlaching","110.2","873","792","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","81.4","1321","1623","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","20 Hadern","59.4","685","1154","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","21 Pasing - Obermenzing","76.4","954","1248","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","22 Aubing - Lochhausen - Langwied","46.8","502","1073","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","23 Allach - Untermenzing","96","432","450","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","24 Feldmoching - Hasenbergl","52.7","1051","1994","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2007","25 Laim","82.2","900","1095","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","Stadt München","71.9","22909","31851","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","01 Altstadt - Lehel","189","414","219","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","02 Ludwigsvorstadt - Isarvorstadt","134.7","1087","807","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","03 Maxvorstadt","122.6","721","588","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","04 Schwabing - West","121.7","980","805","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","05 Au - Haidhausen","111.1","1107","996","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","06 Sendling","80.1","828","1034","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","07 Sendling - Westpark","70.1","904","1290","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","08 Schwanthalerhöhe","108.8","916","842","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","09 Neuhausen - Nymphenburg","84.1","1334","1587","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","10 Moosach","59.7","859","1440","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","11 Milbertshofen - Am Hart","55.3","1494","2703","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","12 Schwabing - Freimann","71.6","831","1160","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","13 Bogenhausen","80.6","1161","1441","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","14 Berg am Laim","59.7","664","1112","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","15 Trudering - Riem","36.2","404","1117","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","16 Ramersdorf - Perlach","56.8","2133","3757","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","17 Obergiesing - Fasangarten","68.7","853","1241","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","18 Untergiesing - Harlaching","99.4","812","817","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","74.8","1215","1625","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","20 Hadern","52.2","620","1187","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","21 Pasing - Obermenzing","68.9","896","1301","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","22 Aubing - Lochhausen - Langwied","42.4","466","1099","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","23 Allach - Untermenzing","86.6","415","479","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","24 Feldmoching - Hasenbergl","46.5","957","2060","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2006","25 Laim","73.3","838","1144","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","Stadt München","64.5","21344","33079","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","01 Altstadt - Lehel","153.2","383","250","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","02 Ludwigsvorstadt - Isarvorstadt","118.2","1064","900","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","03 Maxvorstadt","125.5","703","560","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","04 Schwabing - West","113.1","904","799","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","05 Au - Haidhausen","100.4","1050","1046","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","06 Sendling","69.6","763","1096","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","07 Sendling - Westpark","63.2","837","1324","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","08 Schwanthalerhöhe","95.6","857","896","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","09 Neuhausen - Nymphenburg","74.4","1270","1708","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","10 Moosach","53.2","768","1444","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","11 Milbertshofen - Am Hart","48.7","1380","2836","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","12 Schwabing - Freimann","63","779","1237","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","13 Bogenhausen","73.4","1068","1455","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","14 Berg am Laim","53.6","627","1170","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","15 Trudering - Riem","33.5","360","1074","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","16 Ramersdorf - Perlach","50.2","1957","3900","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","17 Obergiesing - Fasangarten","61.9","802","1296","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","18 Untergiesing - Harlaching","91.8","773","842","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","67.4","1112","1650","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","20 Hadern","46.6","583","1252","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","21 Pasing - Obermenzing","60.2","831","1380","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","22 Aubing - Lochhausen - Langwied","36.7","421","1147","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","23 Allach - Untermenzing","80.4","402","500","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","24 Feldmoching - Hasenbergl","40.8","863","2113","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2005","25 Laim","65.4","787","1203","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","Stadt München","57.3","19383","33853","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","01 Altstadt - Lehel","146.2","361","247","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","02 Ludwigsvorstadt - Isarvorstadt","103","990","961","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","03 Maxvorstadt","108.3","652","602","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","04 Schwabing - West","89.9","812","903","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","05 Au - Haidhausen","90.4","953","1054","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","06 Sendling","58.2","677","1163","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","07 Sendling - Westpark","55.3","761","1375","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","08 Schwanthalerhöhe","79.4","772","972","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","09 Neuhausen - Nymphenburg","65.1","1171","1800","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","10 Moosach","46.8","689","1473","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","11 Milbertshofen - Am Hart","44","1233","2800","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","12 Schwabing - Freimann","54.9","711","1296","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","13 Bogenhausen","68.3","969","1419","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","14 Berg am Laim","46.3","563","1215","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","15 Trudering - Riem","32","311","972","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","16 Ramersdorf - Perlach","44.3","1758","3968","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","17 Obergiesing - Fasangarten","51.9","711","1369","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","18 Untergiesing - Harlaching","82.2","709","863","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","62.2","1011","1625","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","20 Hadern","42.1","525","1248","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","21 Pasing - Obermenzing","54.7","786","1437","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","22 Aubing - Lochhausen - Langwied","32.8","386","1176","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","23 Allach - Untermenzing","67.5","369","547","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","24 Feldmoching - Hasenbergl","36.8","802","2178","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2004","25 Laim","58.9","701","1190","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","Stadt München","52.2","18053","34559","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","01 Altstadt - Lehel","124.4","347","279","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","02 Ludwigsvorstadt - Isarvorstadt","98.2","991","1009","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","03 Maxvorstadt","100","623","623","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","04 Schwabing - West","84.7","728","860","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","05 Au - Haidhausen","84","938","1117","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","06 Sendling","54.6","623","1140","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","07 Sendling - Westpark","48.2","699","1450","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","08 Schwanthalerhöhe","75.8","777","1025","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","09 Neuhausen - Nymphenburg","58.7","1099","1873","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","10 Moosach","41.1","615","1498","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","11 Milbertshofen - Am Hart","42.1","1168","2774","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","12 Schwabing - Freimann","49.7","655","1318","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","13 Bogenhausen","64.3","901","1401","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","14 Berg am Laim","40.8","514","1261","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","15 Trudering - Riem","30.7","302","983","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","16 Ramersdorf - Perlach","38.6","1589","4119","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","17 Obergiesing - Fasangarten","46.8","687","1469","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","18 Untergiesing - Harlaching","71.8","656","914","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","53.8","910","1693","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","20 Hadern","37.2","454","1220","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","21 Pasing - Obermenzing","51.1","708","1385","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","22 Aubing - Lochhausen - Langwied","31.8","374","1175","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","23 Allach - Untermenzing","62.5","338","541","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","24 Feldmoching - Hasenbergl","33.3","744","2236","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2003","25 Laim","51.3","613","1196","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2002","Stadt München","45.9","16423","35777","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2002","01 Altstadt - Lehel","116.9","304","260","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2002","02 Ludwigsvorstadt - Isarvorstadt","84.6","954","1128","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2002","03 Maxvorstadt","92.2","600","651","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2002","04 Schwabing - West","74.8","681","911","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
